name,online_order,book_table,rate,votes,rest_type,cuisines,cost,locality
Natural Ice Cream,No,No,4.2,148,Dessert Parlor,"Ice Cream, Beverages",200.0,
Ice Fort,No,No,3.7,23,Dessert Parlor,Ice Cream,300.0,Rajajinagar
MouthFull Of Cake,No,No,3.9,57,Quick Bites,Desserts,600.0,Rajajinagar
KC Das,Yes,No,,0,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0,Rajajinagar
Iyengar Bakery,No,No,,0,Bakery,Bakery,200.0,Rajajinagar
Pavitra Paradise,No,No,3.8,46,"Bakery, Dessert Parlor","Bakery, Desserts",200.0,Rajajinagar
"Cinnamon - Renaissance Hotel, Bengaluru",No,No,4.3,236,Dessert Parlor,Desserts,500.0,Rajajinagar
Frozen Coast,No,No,3.9,108,Dessert Parlor,"Desserts, Ice Cream",250.0,Rajajinagar
Bun World,No,No,3.9,133,Bakery,"Bakery, Fast Food",250.0,Rajajinagar
Kulfi Story,No,No,3.5,10,Dessert Parlor,Desserts,100.0,Rajajinagar
Sri Venkateshwara Sweetmeat Stall,No,No,3.8,28,Sweet Shop,"Mithai, Street Food",300.0,Rajajinagar
Mr. Gola,No,No,3.7,12,"Dessert Parlor, Food Court",Desserts,100.0,Rajajinagar
Froststicks,No,No,3.9,46,Food Court,"Desserts, Ice Cream",150.0,Rajajinagar
Cake Paradise,No,No,,0,Bakery,Bakery,300.0,Rajajinagar
Swiss Naturals,No,No,,0,Dessert Parlor,"Ice Cream, Desserts",250.0,Rajajinagar
Amrith Ice Cream,No,No,4.1,81,Dessert Parlor,Ice Cream,100.0,
Hoai Ice Cafe,No,No,3.5,12,Dessert Parlor,Desserts,150.0,Rajajinagar
Sri Shakti Sweets,No,No,3.4,9,"Sweet Shop, Quick Bites","Mithai, Street Food",150.0,Rajajinagar
Gelato Italiano,No,No,3.8,51,Dessert Parlor,"Ice Cream, Bakery, Desserts",200.0,Rajajinagar
Lassi Point,No,No,,0,Beverage Shop,"Beverages, Desserts",150.0,Rajajinagar
Hangyo,No,No,,0,Dessert Parlor,"Desserts, Ice Cream",200.0,Rajajinagar
Mysore Hanumanthu Palav,Yes,No,3.9,74,Casual Dining,"South Indian, Fast Food",500.0,Rajajinagar
Hotel Nalapaka,No,No,4.3,690,Casual Dining,South Indian,400.0,Rajajinagar
Sagar Hotel,No,No,4.3,818,Casual Dining,"North Indian, Chinese, Street Food, Juices",600.0,Rajajinagar
Asha Food Camp,No,Yes,4.0,137,Casual Dining,"Desserts, North Indian, Chinese",700.0,Rajajinagar
Ragoo's Kitchen,Yes,No,3.1,94,Quick Bites,"Mangalorean, Chinese, North Indian, Biryani",350.0,Rajajinagar
Kava Bar - Fairfield By Marriott,No,No,3.4,10,Bar,"North Indian, South Indian, Continental",1800.0,Rajajinagar
Chord Road Resto-Bar,No,No,3.2,97,"Casual Dining, Lounge","North Indian, South Indian, Chinese",1000.0,Rajajinagar
Sri Guru Sagar Fast Food,No,No,,0,Quick Bites,"South Indian, Chinese, North Indian",250.0,Rajajinagar
Meen-Da-Vanas,No,No,,0,Quick Bites,Mangalorean,400.0,Rajajinagar
Aramane Brundavan,Yes,No,3.3,4,Casual Dining,"Chinese, North Indian, South Indian, Fast Food",450.0,Rajajinagar
Momos Bite & Cane Hut,Yes,No,,0,Kiosk,"Chinese, Fast Food, Beverages",150.0,Rajajinagar
Chikkanna Biryani Hotel,No,No,,0,Quick Bites,"South Indian, Biryani",300.0,Rajajinagar
Ambika Vegetarian Hotel,No,No,3.7,31,Casual Dining,"North Indian, Fast Food",500.0,Rajajinagar
Ottetumba Veg & Non Veg Restaurant,No,No,3.3,5,Casual Dining,"North Indian, Chinese, Biryani",550.0,Rajajinagar
H3O,No,No,3.2,4,Casual Dining,"North Indian, Chinese",1000.0,Rajajinagar
Westin - Vyasa Paradise,No,No,3.4,8,"Casual Dining, Bar","North Indian, South Indian, Chinese",800.0,Rajajinagar
New Sagar Fast Food,No,No,3.6,21,Quick Bites,"South Indian, North Indian, Chinese",300.0,Rajajinagar
White Smoke Barbeque- Fairfield by Marriott,No,No,4.0,84,"Casual Dining, Bar","Mediterranean, BBQ",1200.0,Rajajinagar
Hotel Aditya,No,No,4.3,332,Quick Bites,"South Indian, Biryani",300.0,Rajajinagar
Gulbarga Refreshment,No,No,3.2,10,Quick Bites,South Indian,300.0,Rajajinagar
Charlie Fast Food & Restaurant,Yes,No,3.0,89,Quick Bites,"Fast Food, Street Food",200.0,Rajajinagar
Gobi Corner,No,No,3.6,21,Quick Bites,Chinese,200.0,Rajajinagar
Aramane Restaurant,No,No,3.0,75,Quick Bites,"South Indian, Chinese, Fast Food",300.0,Rajajinagar
Nandini Swadista Loka,No,No,3.3,4,Quick Bites,"North Indian, South Indian, Chinese",300.0,Rajajinagar
Chick Inn,Yes,No,3.8,99,Quick Bites,Fast Food,300.0,Rajajinagar
Mr Savji,Yes,No,3.4,9,Quick Bites,South Indian,350.0,Rajajinagar
New Udupi Grand,No,No,3.3,8,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250.0,Rajajinagar
Bangarpet Chats Corner,No,No,3.3,7,Quick Bites,Street Food,150.0,Rajajinagar
New Karnataka Hindu Military Hotel,No,No,,0,Quick Bites,South Indian,300.0,Rajajinagar
Savipriya Military Hotel,No,No,,0,Quick Bites,South Indian,350.0,Rajajinagar
Indira Canteen,No,No,3.3,5,Quick Bites,South Indian,300.0,Rajajinagar
Thindi Mane,No,No,,0,Quick Bites,South Indian,100.0,Rajajinagar
Shri Guru Ragavendhra Tiffen & Coffee Bar,No,No,,0,Quick Bites,South Indian,150.0,Rajajinagar
Sowmya Ambur Hot Dum Biryani,No,No,,0,Quick Bites,"Biryani, Kebab",300.0,Rajajinagar
Rashmi Kabab Corner,No,No,,0,Quick Bites,Kebab,200.0,Rajajinagar
Ambur Hot Dum Biriyani,No,No,,0,Quick Bites,Biryani,250.0,Rajajinagar
New Bangarpet Snacks,No,No,,0,Quick Bites,Street Food,100.0,Rajajinagar
Hotal Kalabhairaveshwar,No,No,,0,Quick Bites,"South Indian, Biryani",300.0,Rajajinagar
Hotel Rasai,No,No,,0,Quick Bites,"South Indian, Chinese",150.0,Rajajinagar
Soundarya Military Hotel,No,No,3.8,27,Quick Bites,South Indian,200.0,Rajajinagar
Ganga Sagar,No,No,3.1,12,Quick Bites,Street Food,150.0,Rajajinagar
Singri Home Made Foods,No,No,,0,Quick Bites,South Indian,150.0,Rajajinagar
Vishwa Brahmin's Cafe,No,No,3.7,35,Quick Bites,South Indian,100.0,Rajajinagar
Hot Coffee,No,No,3.3,4,Quick Bites,"South Indian, Chinese, Beverages",150.0,Rajajinagar
Bhairava Deluxe Hindu Military Hotel,No,No,3.4,4,Quick Bites,South Indian,400.0,Rajajinagar
Samrudhi Darshini,No,No,,0,Quick Bites,South Indian,250.0,Rajajinagar
Indian Chicken Biryani Point,No,No,3.3,5,Quick Bites,Biryani,300.0,Rajajinagar
Davanagere Bene Dosa Hotel,No,No,3.3,4,Quick Bites,South Indian,100.0,Rajajinagar
Sannidhi Grand,No,No,3.2,4,Quick Bites,"South Indian, North Indian, Chinese",150.0,Rajajinagar
Sindhu Hotel,No,No,,0,Quick Bites,South Indian,250.0,Rajajinagar
Metro Grand Upahara,No,No,,0,Quick Bites,South Indian,250.0,Rajajinagar
Best Biryani,No,No,,0,Quick Bites,"North Indian, Biryani, Desserts",300.0,Rajajinagar
Mahalakshmi Refreshments,No,No,3.7,22,Quick Bites,South Indian,200.0,Rajajinagar
Papanna's Biriyani,No,No,3.9,175,Quick Bites,"Biryani, South Indian",350.0,
Donne Biriyani Mane,No,No,3.8,180,Quick Bites,Biryani,300.0,
Sloshed,No,Yes,3.9,96,"Pub, Casual Dining","Arabian, Chinese, Continental, North Indian, Finger Food",1200.0,
Planet I Bar,No,No,3.6,23,"Casual Dining, Bar","Continental, Chinese, North Indian, Finger Food",1200.0,Rajajinagar
Kadai,Yes,No,3.6,74,Casual Dining,"North Indian, Chinese, Seafood, South Indian",450.0,
Thindi Palace,No,No,3.1,61,Casual Dining,"North Indian, South Indian, Chinese",600.0,Rajajinagar
Hotel Sai Grand,No,No,,0,Casual Dining,"South Indian, North Indian, Chinese",650.0,Rajajinagar
Priyadarshini Grand,No,No,4.0,407,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400.0,Rajajinagar
Sri Maruthi Hotel,No,No,3.9,66,Quick Bites,South Indian,300.0,Rajajinagar
Davanagere Butter Dosa Hotel,No,No,3.7,43,Quick Bites,South Indian,150.0,Rajajinagar
Bangarpet Chats,No,No,3.5,7,Quick Bites,Street Food,100.0,Rajajinagar
Srinidhi Donne Biryani,No,No,3.2,11,Quick Bites,Biryani,300.0,Rajajinagar
'Brahmins' Thatte Idli,Yes,No,,0,Quick Bites,South Indian,100.0,Rajajinagar
S.L.V. Chats Corner,No,No,,0,Quick Bites,"Street Food, Beverages",150.0,Rajajinagar
A-one Dum Biryani,No,No,,0,Quick Bites,Biryani,250.0,Rajajinagar
Venkat Naidu Restaurant,No,No,,0,Quick Bites,"Biryani, Kebab, South Indian",200.0,Rajajinagar
Annapurna Veg,No,No,,0,Quick Bites,"South Indian, North Indian, Chinese",200.0,Rajajinagar
Tango,No,No,3.8,51,Quick Bites,Fast Food,200.0,Rajajinagar
Chandus Hotel,No,No,3.0,12,Quick Bites,South Indian,200.0,Rajajinagar
Banashankari Biryani Mane,No,No,,0,Quick Bites,"Biryani, Fast Food",400.0,Rajajinagar
Sri Durga Bhavani Biryani Point,No,No,,0,Quick Bites,Biryani,250.0,Rajajinagar
Kushi Juice Point,No,No,,0,Quick Bites,"Fast Food, Beverages",150.0,Rajajinagar
Shri Sai By 2 Coffee,No,No,,0,Quick Bites,"South Indian, Chinese",200.0,Rajajinagar
A1 Ambur Dum Biryani And Parota Centre,No,No,3.2,4,Quick Bites,Biryani,300.0,Rajajinagar
Hamsa Sagar,No,No,3.2,4,Quick Bites,"South Indian, Chinese",150.0,Rajajinagar
The Persian Terrace - Sheraton Grand Bangalore Hotel...,No,Yes,4.2,566,Fine Dining,"Lebanese, Mediterranean, Afghan",2500.0,Rajajinagar
The Studio Bar,No,No,4.0,777,Lounge,"Italian, American, North Indian",1400.0,Rajajinagar
"R Bar - Renaissance Hotel, Bengaluru",No,Yes,4.2,167,"Bar, Casual Dining",Continental,1400.0,Rajajinagar
The Beer Cafe,No,No,4.1,742,Pub,"Finger Food, North Indian, Italian",1500.0,Rajajinagar
BluO,No,Yes,4.1,405,Lounge,"Continental, North Indian",1500.0,Rajajinagar
Hydrabad Biryani House,No,No,3.6,10,Casual Dining,"Biryani, North Indian",400.0,Rajajinagar
Hotel Moonlight,No,No,3.9,117,Casual Dining,"Chinese, North Indian",500.0,Rajajinagar
RS Shiv Sagar,No,No,4.2,613,Casual Dining,"Chinese, North Indian, South Indian, Street Food, Fast Food",500.0,Rajajinagar
Mavalli Tiffin Room (MTR),No,No,4.3,356,Quick Bites,"South Indian, Beverages",300.0,Rajajinagar
White Horse,No,Yes,3.7,96,Bar,"Finger Food, Chinese, North Indian",1100.0,Rajajinagar
Bene - Sheraton Grand Bangalore Hotel at Brigade...,No,Yes,4.2,246,Fine Dining,"Italian, European, Mediterranean",2500.0,
Cafe Noir,No,No,4.1,1189,Casual Dining,"European, French, Salad",1500.0,Rajajinagar
Sanman,No,No,4.0,151,Casual Dining,"North Indian, South Indian, Fast Food, Chinese",700.0,Rajajinagar
Temple Meals,No,No,3.8,76,Quick Bites,South Indian,200.0,Rajajinagar
New Samrat Restaurant,No,No,4.1,62,Casual Dining,"North Indian, South Indian, Chinese",450.0,Rajajinagar
New Krishna Bhavan,No,No,4.2,600,Quick Bites,"South Indian, North Indian, Chinese",200.0,Rajajinagar
Hotel Janatha,No,No,4.1,750,Quick Bites,South Indian,150.0,Rajajinagar
Chikkanna Tiffin Room,Yes,No,4.3,85,Quick Bites,South Indian,200.0,Rajajinagar
Sai Shakti,No,No,4.0,212,Quick Bites,North Indian,250.0,Rajajinagar
Hari Super Sandwich,No,No,3.9,61,Quick Bites,"Fast Food, Street Food",200.0,Rajajinagar
Namma Kudla,No,No,4.2,62,Quick Bites,"South Indian, Mangalorean",350.0,Rajajinagar
Jigarthanda,No,No,3.5,17,"Beverage Shop, Quick Bites","Beverages, Rolls",300.0,Rajajinagar
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,No,Yes,3.7,77,"Bar, Casual Dining",Continental,2000.0,Rajajinagar
Jay Bhavani,Yes,No,3.6,41,Quick Bites,"North Indian, Street Food, Pizza",400.0,Rajajinagar
Olive Tree,No,Yes,3.8,59,Casual Dining,"North Indian, South Indian, Chinese",700.0,Rajajinagar
Kailash Parbat,No,No,3.1,116,Food Court,"North Indian, Street Food",600.0,Rajajinagar
Sri Sai Ram's,No,No,4.2,62,Quick Bites,Street Food,200.0,Rajajinagar
Swathi Restaurant,No,No,3.8,34,Casual Dining,"Chinese, North Indian, South Indian",600.0,Rajajinagar
Rajanna Military Hotel,No,No,3.7,49,Quick Bites,Biryani,300.0,Rajajinagar
Veg By Nature,No,No,2.9,57,Quick Bites,North Indian,300.0,Rajajinagar
Sukh Sagar Express,Yes,No,3.7,89,Food Court,"North Indian, Chinese, Fast Food, Street Food",500.0,Rajajinagar
Tasty Paradise,Yes,No,3.7,98,Casual Dining,"North Indian, Mughlai, Chinese, Beverages",550.0,Rajajinagar
Udupi Upachar,No,No,3.3,6,Quick Bites,"South Indian, North Indian, Chinese",250.0,Rajajinagar
Ambur Biryani Zone,No,No,,0,Quick Bites,"Biryani, Kebab",150.0,Rajajinagar
Chillies Restaurant,No,No,3.7,24,Casual Dining,"North Indian, South Indian, Chinese",500.0,Rajajinagar
Falafel's - The Lebanese Haus,No,No,3.9,47,Quick Bites,Lebanese,300.0,Rajajinagar
Neethus Kitchen & Restaurant,No,No,2.9,11,Quick Bites,"North Indian, Chinese, South Indian",400.0,Rajajinagar
The Orchid,No,No,3.7,55,Casual Dining,"North Indian, Continental",1400.0,Rajajinagar
Hotel Karavali,No,No,3.6,14,Quick Bites,"South Indian, Chinese",400.0,Rajajinagar
RR Biriyani,No,No,3.7,21,Quick Bites,Biryani,300.0,Rajajinagar
Amantrana,No,No,3.2,15,Casual Dining,"North Indian, South Indian",800.0,Rajajinagar
Uttarkhand,No,No,3.0,21,Casual Dining,"Chinese, North Indian, Continental",700.0,Rajajinagar
Samudra Bar & Restaurant,No,No,2.9,35,"Casual Dining, Bar","North Indian, Mughlai, Chinese",800.0,Rajajinagar
Amazing Blue Pub,No,No,3.4,10,Pub,Finger Food,900.0,Rajajinagar
New Udupi Grand Hotel,No,No,3.2,5,Quick Bites,"South Indian, North Indian, Chinese",250.0,Rajajinagar
Sri Sai Dosa Center,No,No,,0,Quick Bites,South Indian,100.0,Rajajinagar
Akshatha Nati Style,No,No,3.7,20,Quick Bites,"South Indian, Chinese, North Indian",500.0,Rajajinagar
Hotel Annapurneshwari,No,No,,0,Mess,Andhra,200.0,Rajajinagar
Utsava Grand,No,No,3.6,14,Quick Bites,"South Indian, North Indian, Chinese",300.0,Rajajinagar
Cafe Bengaluru,No,No,3.3,47,Quick Bites,"Fast Food, Beverages",300.0,
Wood Rose,No,No,3.3,8,Lounge,"North Indian, Chinese, Continental",1000.0,Rajajinagar
Glacier - Citrine Hotel,No,No,3.6,27,Bar,"Finger Food, North Indian, Chinese",1000.0,Rajajinagar
Hotel New Grand,No,No,,0,Quick Bites,"North Indian, South Indian, Chinese",350.0,Rajajinagar
Comesum Food Plaza,No,No,,0,Quick Bites,"South Indian, Chinese",300.0,Rajajinagar
New Kabadi Military Hotel,No,No,,0,Quick Bites,"South Indian, Biryani",350.0,Rajajinagar
Hare Krishna,No,No,2.9,16,Quick Bites,"North Indian, South Indian, Chinese",300.0,Rajajinagar
Aahara Vihar,No,No,3.5,13,Quick Bites,"South Indian, North Indian, Chinese",300.0,Rajajinagar
Pavana Veg Restaurant,No,No,3.1,12,Quick Bites,"North Indian, South Indian, Chinese, Street Food",300.0,Rajajinagar
Sipp N Cool,No,No,,0,Quick Bites,Fast Food,200.0,Rajajinagar
Sambhram,No,No,,0,Quick Bites,"South Indian, Biryani",250.0,Rajajinagar
Amma's Thindi,No,No,,0,Quick Bites,South Indian,250.0,Rajajinagar
Nandikeshwara Tiffin Centre,No,No,,0,Quick Bites,South Indian,100.0,Rajajinagar
Taste Of Banaras,No,No,,0,Quick Bites,North Indian,200.0,Rajajinagar
Sri Venkateshwar Bhavan,No,No,3.5,7,Quick Bites,"South Indian, Chinese, Seafood",200.0,Rajajinagar
Hotel Vaishali,No,No,3.6,20,Quick Bites,South Indian,150.0,Rajajinagar
Kamat Delicacy,No,No,,0,Quick Bites,"South Indian, North Indian, Chinese",300.0,Rajajinagar
Dosa Cafe,No,No,3.4,7,Quick Bites,South Indian,80.0,Rajajinagar
Hotel Shri Raghavendra,No,No,3.0,6,Quick Bites,"South Indian, North Indian",150.0,Rajajinagar
G. P. S. Kaapi Thindi,No,No,3.5,14,Quick Bites,Street Food,150.0,Rajajinagar
Hotel Sri Gurupriya,No,No,,0,Quick Bites,South Indian,200.0,Rajajinagar
Happiest Moment,No,No,,0,Quick Bites,"North Indian, Chinese, Biryani",350.0,Rajajinagar
Karnataka Briyani point,No,No,3.2,5,Quick Bites,"North Indian, Chinese",300.0,Rajajinagar
Jameela Hotel,No,No,3.3,9,Quick Bites,Biryani,200.0,Rajajinagar
Bharath's Pizza,No,No,,0,Quick Bites,"Pizza, Fast Food",250.0,Rajajinagar
Empire Juice Shop,No,No,2.7,43,Beverage Shop,Juices,150.0,Rajajinagar
StikSnax,No,No,2.7,21,Quick Bites,Fast Food,300.0,Rajajinagar
Sangeetha Bar & Restaurant,No,No,3.4,11,"Bar, Casual Dining","North Indian, South Indian",800.0,Rajajinagar
A1 Biriyani Point,No,No,3.0,10,Quick Bites,Biryani,200.0,Rajajinagar
Sloshed,No,Yes,3.9,96,"Pub, Casual Dining","Arabian, Chinese, Continental, North Indian, Finger Food",1200.0,Rajajinagar
Jetlag,No,Yes,4.3,1103,"Bar, Casual Dining","Finger Food, Continental, North Indian, Italian, Japanese",1650.0,Rajajinagar
Chord Road Resto-Bar,No,No,3.2,97,"Casual Dining, Lounge","North Indian, South Indian, Chinese",1000.0,
Swathi Greenland,Yes,No,3.7,174,"Casual Dining, Bar","Andhra, North Indian, Chinese",800.0,Rajajinagar
White Smoke Barbeque- Fairfield by Marriott,No,No,4.0,84,"Casual Dining, Bar","Mediterranean, BBQ",1200.0,
Parika Multicuisine Restaurant,Yes,Yes,3.8,203,Casual Dining,"North Indian, Chinese, Mughlai",1200.0,Residency Road
Chutney Chang,Yes,Yes,4.2,4752,Casual Dining,"North Indian, Chinese, BBQ",1500.0,Residency Road
Konark Vegetarian Restaurant,No,No,4.1,1015,Casual Dining,"North Indian, Chinese, Continental, South Indian, Street Food, Juices",500.0,Residency Road
The Market - The Ritz-Carlton,No,Yes,4.3,620,Fine Dining,"North Indian, European, Thai",3400.0,Residency Road
Ithaca - The Chancery Pavilion,No,Yes,3.9,312,Fine Dining,"North Indian, Italian, European, Continental",2000.0,Residency Road
Northern Gate- Gateway Hotel,No,Yes,4.0,103,Casual Dining,North Indian,1900.0,Residency Road
Rim Naam - The Oberoi,No,No,4.6,988,Fine Dining,Thai,3000.0,Residency Road
Rasovara,Yes,Yes,4.3,772,Casual Dining,"Rajasthani, North Indian",1400.0,Residency Road
Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,689,Fine Dining,"European, Continental, Chinese, Thai",2500.0,Residency Road
BBQ@52,No,Yes,3.9,54,Casual Dining,"BBQ, Biryani, Continental",1500.0,Residency Road
The Spice Bazaar,No,Yes,4.2,341,"Casual Dining, Bar","North Indian, Mughlai",1000.0,Residency Road
BBQ'D - Global Grill & Brewery,No,No,4.3,469,"Casual Dining, Microbrewery","BBQ, North Indian",1500.0,Residency Road
Kitchen On Table,Yes,No,4.0,57,Casual Dining,"Japanese, Sushi, Asian",1500.0,Residency Road
WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4.0,53,Fine Dining,"Asian, Continental, North Indian",2000.0,Residency Road
Season - Adarsh Hamilton,No,Yes,4.3,331,Casual Dining,"North Indian, Chinese, South Indian, Continental",1200.0,Residency Road
Panchavati Gaurav Thali,No,Yes,4.0,930,Casual Dining,"Rajasthani, Gujarati",800.0,Residency Road
Red Onion,Yes,Yes,4.2,570,Casual Dining,"Chinese, North Indian, Biryani, Kebab",1200.0,Residency Road
Puran da Dhaba - The Pride Hotel,Yes,No,4.0,167,"Casual Dining, Bar",North Indian,1700.0,Residency Road
The Oriental Spice - Ashraya Hotel,Yes,No,3.8,159,Casual Dining,"Chinese, Thai, Indonesian",1300.0,Residency Road
Pinxx - Royal Orchid Central,Yes,Yes,3.8,200,Casual Dining,"Italian, European",1600.0,Residency Road
Monsoon - The Park Bangalore,No,Yes,4.1,274,Fine Dining,"Italian, North Indian",3000.0,Residency Road
Cafe Treat - The Pride Hotel,Yes,No,4.1,119,Casual Dining,"Continental, Asian, Italian",1000.0,Residency Road
Mint Masala,No,No,2.8,255,Casual Dining,"North Indian, Chinese",1000.0,Residency Road
Saatvikk,No,No,2.8,132,Casual Dining,"North Indian, South Indian, Continental",650.0,Residency Road
Canopy,No,No,3.0,108,Casual Dining,"North Indian, Continental, Chinese",800.0,Residency Road
The Hub - Ibis Hotel,No,No,3.5,29,Bar,"Finger Food, Fast Food, Continental",2200.0,Residency Road
Tiffanys,No,No,2.9,31,Casual Dining,"Continental, Italian, Chinese",1000.0,Residency Road
70 Brigade - Iris Hotel,No,Yes,3.9,105,Casual Dining,"Chinese, North Indian, Pizza",1000.0,Residency Road
Nithyothsav - Hotel Ramanashree,No,No,3.0,31,Casual Dining,"North Indian, Chinese",1000.0,Residency Road
Cafe Monarch Luxur,No,No,3.8,23,Casual Dining,"North Indian, South Indian, Chinese, Fast Food",800.0,Residency Road
Sunehri,No,No,3.8,67,Casual Dining,South Indian,500.0,Residency Road
Bazaar- Zone By The Park,No,Yes,3.8,53,Casual Dining,"Continental, South Indian, North Indian, Asian",1100.0,Residency Road
VT Sindhur Veg,No,No,3.3,13,Casual Dining,"North Indian, Chinese",600.0,Residency Road
Monarch,No,No,3.5,10,Casual Dining,"North Indian, Chinese, Continental, South Indian",700.0,Residency Road
Spice It,No,No,3.8,52,Casual Dining,"North Indian, Continental, Italian",1200.0,Residency Road
Woody's,No,No,2.3,118,Casual Dining,"Chinese, South Indian, North Indian",650.0,Residency Road
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,166,Fine Dining,"American, Continental, North Indian, South Indian",2800.0,Residency Road
Barbeque Nation,No,Yes,4.4,1086,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Residency Road
Skylit - Citrus Hotels,No,Yes,4.1,329,Lounge,"North Indian, Mughlai, Mediterranean",1300.0,Residency Road
Banjara Melting Pot,Yes,Yes,4.2,476,Casual Dining,"North Indian, Chinese, Seafood",1700.0,Residency Road
Tiger Trail - Ramada Hotel,Yes,Yes,4.0,189,"Casual Dining, Bar","North Indian, Lucknowi",1300.0,Residency Road
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Casual Dining,"North Indian, South Indian, Chinese, Continental",1800.0,Residency Road
One Atria Cafe,No,Yes,3.8,110,Casual Dining,"South Indian, Continental, North Indian",1600.0,Residency Road
Tree Top,Yes,No,3.8,75,Casual Dining,"Continental, Chinese, North Indian, South Indian",1000.0,Residency Road
MG's Fine Dining & Bar - Springs Hotel & Spa,No,Yes,3.8,21,Casual Dining,"North Indian, Asian, Continental",800.0,Residency Road
24 Carats - The Capitol,No,No,3.1,46,Casual Dining,"Asian, Continental",1000.0,Residency Road
BISO - Citrus Hotels,No,Yes,3.9,158,Casual Dining,"North Indian, South Indian, Italian, Continental",1100.0,Residency Road
Green Theory,Yes,Yes,4.2,2859,"Casual Dining, Cafe","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800.0,Residency Road
Japan Travel Cafe Azuki,No,No,4.3,74,Cafe,"Cafe, Japanese",400.0,Residency Road
WAFL Caf????????????????????????????????????????????????????????????????,Yes,No,3.9,88,"Dessert Parlor, Quick Bites","Desserts, Beverages, American",400.0,Residency Road
Driven Cafe,Yes,No,3.6,123,Cafe,"Cafe, Beverages, Fast Food",600.0,Residency Road
Dad's Coffee Club,No,No,,0,Cafe,"North Indian, South American, Cafe",200.0,Residency Road
Cafe Coffee Day,No,No,3.0,6,Cafe,"Cafe, Fast Food",900.0,Residency Road
The Bao Belly,No,No,3.3,9,Cafe,Cafe,400.0,Residency Road
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,568,"Casual Dining, Cafe","North Indian, Italian, South Indian, Continental, Cafe, Salad",2500.0,Residency Road
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,526,"Bakery, Cafe","Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400.0,Residency Road
Fabcafe,Yes,Yes,4.2,63,Cafe,"Cafe, Healthy Food",800.0,Residency Road
Caf???????????????????????????????????????????????????????????????? Mor'ish,Yes,No,4.1,119,Cafe,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Residency Road
Peppa Zzing,Yes,No,4.3,1135,Cafe,"Cafe, Fast Food, Burger",800.0,Residency Road
The Flying Squirrel,No,No,4.0,30,Cafe,Cafe,450.0,Residency Road
Marzipan @ The Bohemian House,No,No,4.2,50,Cafe,Cafe,,Residency Road
The Courtyard,No,Yes,3.9,305,Cafe,"Cafe, Italian",750.0,Residency Road
Cafe Imroze,Yes,No,3.7,97,"Cafe, Casual Dining","Cafe, Burger, Italian, Fast Food",650.0,Residency Road
